report_number,classification,date,latitude,longitude
4808,Class A,2002-08-04,48.53944,-121.745
4859,Class A,1992-04-01,47.288,-121.9658
4940,Class A,2002-09-14,46.5347,-122.4275
5299,Class A,2004-10-13,47.8306,-123.2135
5331,Class A,2002-11-16,47.0019,-121.6279
5452,Class A,1969-11-19,46.67389,-121.5867
5453,Class A,1969-11-15,46.6711,-121.5863
5495,Class A,2003-03-18,45.9358,-120.9855
5771,Class A,2003-04-23,48.76075,-122.2156
6232,Class A,2003-04-24,46.33425,-123.5439
6303,Class A,2003-07-17,48.83558,-117.2776
6309,Class A,2003-05-08,47.94056,-122.7919
6347,Class A,2003-07-21,46.4984,-120.4474
6425,Class A,1978-11-11,46.35639,-123.6081
6806,Class A,2003-11-05,45.8331,-122.3985
7003,Class A,1978-06-21,47.4259,-123.8763
7117,Class A,2003-11-07,46.80505,-121.0909
7146,Class A,1992-08-15,47.4028,-123.2022
7229,Class A,1998-04-01,47.8573,-121.6352
7382,Class A,2001-07-15,46.0471,-122.8294
7406,Class A,2003-11-19,46.0573,-117.9793
7441,Class A,2004-11-16,47.763,-122.5344
7455,Class A,1999-10-15,46.81045,-124.072
7483,Class A,1986-12-25,47.39,-122.2187
8339,Class A,2004-11-08,46.3105,-121.9256
8375,Class A,1993-02-15,45.8911,-122.4076
8597,Class A,2004-07-03,47.87725,-121.8943
8777,Class A,1998-09-15,47.0958,-122.2356
9197,Class A,1980-09-07,48.68985,-122.4078
9946,Class A,2004-11-29,46.05,-121.95
10354,Class A,2005-02-15,47.62769,-117.3606
10397,Class A,2005-04-20,47.485,-121.5287
10509,Class A,2004-06-15,43.74251,-121.6009
10653,Class A,1974-06-27,47.18556,-122.2917
10974,Class A,1987-03-15,48.321,-120.0745
11918,Class A,2000-09-01,47.79,-122.54
12689,Class A,2005-09-26,47.28069,-122.8833
12838,Class A,2005-12-01,46.98621,-123.8161
12916,Class A,1980-05-10,48.35552,-121.8668
13115,Class A,2005-11-17,45.74715,-122.2339
13654,Class A,1983-05-11,47.14385,-122.3055
14112,Class A,2004-07-29,47.3631,-123.9718
14305,Class A,2005-06-23,47.7393,-121.9749
14534,Class A,2006-07-25,48.19923,-120.7772
14982,Class A,2006-11-03,47.74897,-122.4966
15135,Class A,2006-09-28,48.32956,-119.187
15721,Class A,2006-08-15,46.84565,-122.3076
16295,Class A,2008-01-28,47.45411,-122.3219
16364,Class A,2001-05-01,47.01562,-122.0282
16994,Class A,2007-05-23,48.9588,-119.7085
17903,Class A,2007-10-20,48.39936,-122.645
18620,Class A,2006-11-18,46.60207,-123.3749
18823,Class A,1982-06-04,47.00625,-123.2902
21189,Class A,2007-08-23,48.31199,-120.6599
22475,Class A,2003-08-15,46.52352,-122.3045
23033,Class A,1994-09-24,46.67816,-121.5763
23160,Class A,2007-11-16,47.49865,-123.2182
23558,Class A,2008-04-05,46.98278,-123.1742
23614,Class A,1987-07-05,46.75468,-122.1183
24129,Class A,2008-07-01,47.4506,-122.3234
24379,Class A,2008-07-14,47.50319,-123.8343
24562,Class A,1974-10-16,47.75034,-122.1979
24568,Class A,2000-08-14,47.43534,-121.7666
24751,Class A,2008-04-12,46.4205,-123.8165
24755,Class A,1990-12-03,47.48176,-121.6548
26065,Class A,2007-08-18,46.85,-121.25
26101,Class A,1995-01-15,46.94102,-123.7727
26255,Class A,2002-07-15,47.13485,-121.9418
26403,Class A,2009-08-04,47.70178,-121.1859
26567,Class A,2006-11-18,46.2965,-122.3431
27473,Class A,1991-10-15,47.57576,-121.7427
27803,Class A,2010-05-22,46.84748,-122.2719
28123,Class A,1995-08-15,45.90052,-122.3898
28308,Class A,2009-06-15,48.308,-122.215
28438,Class A,2010-10-22,48.32675,-121.6962
28781,Class A,2002-08-01,47.2838,-124.2306
28788,Class A,1976-09-15,47.17295,-122.2214
28898,Class A,2008-06-07,47.12045,-121.5298
29025,Class A,1990-07-30,46.88234,-122.4331
29055,Class A,1978-08-05,46.63477,-122.7746
30051,Class A,2004-08-14,45.96112,-121.6314
31009,Class A,1983-09-24,48.08955,-123.3678
32824,Class A,1986-09-15,47.10637,-122.5958
33908,Class A,1995-07-05,48.92928,-122.2638
34710,Class A,2012-03-20,46.78571,-122.7515
35409,Class A,2011-09-04,47.94001,-124.3863
35479,Class A,2010-09-15,45.86883,-121.4813
35706,Class A,2011-09-01,48.03114,-121.6708
35812,Class A,2012-06-02,46.53686,-122.202
36326,Class A,2004-07-15,47.08824,-123.7194
36467,Class A,2012-09-12,47.05072,-122.4212
37101,Class A,2012-11-07,48.05305,-121.429
37730,Class A,2008-01-02,47.09762,-122.5368
37885,Class A,2010-06-10,48.10255,-122.2763
38224,Class A,2012-12-11,48.11308,-122.1375
39025,Class A,1986-09-15,48.00503,-122.911
39825,Class A,2003-06-15,47.78212,-122.528
40371,Class A,1985-06-08,45.63921,-121.9883
42395,Class A,2012-10-10,47.064,-122.3482
42736,Class A,1986-10-17,48.93228,-121.9995
44368,Class A,1989-06-01,48.09853,-121.8135
45423,Class A,2002-05-15,47.41184,-123.3212
47872,Class A,2008-07-19,48.57028,-119.8345
55451,Class A,1993-10-15,48.93221,-118.609
55658,Class A,1998-10-15,46.43362,-121.8326
58048,Class A,1973-07-15,48.52395,-121.4105
62996,Class A,2006-07-15,46.364,-122.5935
63748,Class A,1991-10-27,46.20128,-122.9329
65807,Class A,1977-10-15,47.72142,-124.3985
135,Class A,1981-08-15,44.8491,-88.51969
1105,Class A,1997-11-07,45.5,-91.71295
2215,Class A,2000-03-28,44.6543,-90.0411
2792,Class A,1984-07-27,45.89832,-89.6965
2804,Class A,1992-11-19,45.33418,-88.16359
2863,Class A,1997-11-29,45.78177,-90.51659
3005,Class A,1979-08-12,45.22849,-89.67523
5244,Class A,1983-07-15,45.56326,-88.7829
5507,Class A,2002-11-24,45.7743,-90.51145
7232,Class A,1979-05-25,45.5051,-89.16425
8121,Class A,2004-07-14,45.775,-90.444
8502,Class A,2004-06-16,45.1097,-92.4573
10446,Class A,2005-02-05,44.3801,-90.7221
15050,Class A,2006-06-25,45.0902,-89.9905
16870,Class A,2006-12-06,44.4049,-91.3171
23691,Class A,2008-04-28,46.10445,-91.49319
24265,Class A,2008-07-12,45.73271,-90.42001
27630,Class A,1979-08-01,45.02046,-87.73608
29294,Class A,2006-07-27,44.75668,-92.03925
41062,Class A,2013-04-28,45.64867,-88.03413
41657,Class A,2013-07-12,45.672,-90.43515
48085,Class A,1979-10-20,45.3865,-87.9604
49019,Class A,1975-07-15,45.58858,-91.59938
51317,Class A,2004-06-20,45.15,-87.6779
1201,Class A,1978-12-01,39.52122,-80.37878
1202,Class A,1999-04-20,39.54114,-80.11329
1205,Class A,1998-01-28,38.87813,-79.3434
1206,Class A,1997-09-23,38.95242,-79.42547
1207,Class A,1983-09-01,38.12764,-82.59822
1774,Class A,1987-07-15,38.32548,-80.60419
3655,Class A,2001-11-12,39.21833,-81.16211
7188,Class A,1987-07-04,39.0417,-79.43762
10006,Class A,2004-12-12,40.1333,-80.68192
10945,Class A,2005-03-13,39.01972,-81.85806
12812,Class A,2001-09-05,37.6541,-80.7582
12959,Class A,1989-11-24,38.6685,-80.03149
13237,Class A,2005-12-03,37.58135,-81.29745
13949,Class A,2006-07-04,39.5392,-77.9407
14280,Class A,2005-10-05,39.6995,-79.5375
15355,Class A,2006-07-29,38.2128,-81.70641
15481,Class A,2006-08-10,38.35727,-82.59348
16204,Class A,2006-10-08,39.5226,-78.49429
16529,Class A,2006-03-18,39.03496,-79.95418
16890,Class A,2006-07-15,37.32091,-81.1271
19206,Class A,1994-10-15,37.5313,-80.01335
19841,Class A,2007-01-13,38.835,-79.3762
20068,Class A,2007-06-30,38.33109,-80.51374
20101,Class A,2007-07-02,38.835,-79.3686
20159,Class A,2007-07-08,38.8926,-79.47325
20846,Class A,2007-06-18,38.8409,-79.4016
20863,Class A,2007-08-12,37.50965,-80.64685
21894,Class A,2003-11-27,39.335,-78.94501
23191,Class A,1990-08-01,38.2383,-81.5722
23411,Class A,2007-09-28,37.7,-81.095
23437,Class A,2004-11-25,39.26188,-79.01405
23477,Class A,2008-03-29,37.7929,-80.9075
23762,Class A,2007-07-27,37.9937,-80.3616
24061,Class A,1979-08-10,37.445,-80.17
24421,Class A,1969-08-01,37.2875,-81.68124
24945,Class A,1978-11-23,39.20278,-79625
25301,Class A,2008-12-28,39.10023,-79.4593
25497,Class A,2009-02-14,38.16391,-82.28279
25989,Class A,2009-05-15,37.9208,-80.71875
26963,Class A,1974-05-04,39.1611,-80.23375
27363,Class A,2009-09-11,38.98,-80.27
29124,Class A,1969-11-24,38.1882,-80.1177
31404,Class A,2009-11-28,38.2639,-81.4625
34043,Class A,2007-11-28,38.0695,-81.08506
38547,Class A,1961-06-15,38.35806,-82.43855
47460,Class A,2005-01-13,38.8609,-79.55928
50589,Class A,2002-08-08,38.44367,-79.1347
63863,Class A,2009-10-15,37.34592,-81.8074
70692,Class A,2008-05-12,38.10263,-81.8075
903,Class A,1997-07-24,44.50132,-110.0042
1240,Class A,1997-11-02,44.45584,-109.7935
1241,Class A,1978-05-15,44.49817,-109.6824
1242,Class A,2000-07-14,44.48134,-109.5113
4692,Class A,2002-07-19,46.79165,-110.4165
4735,Class A,2002-07-19,46.79165,-110.4165
12302,Class A,1972-06-06,44.58333,-110.5
12884,Class A,1984-01-15,41.25,-111.05
14714,Class A,2005-11-15,41.2,-110.5
19472,Class A,2007-05-31,42.9919,-108.9245
8792,Class B,2003-12-12,61.09085,-149.7667
8797,Class B,2001-05-13,55.4555,-132.7333
11616,Class B,2004-07-20,57.7566,-155.981
25442,Class B,2008-08-20,63.98869,-142.7691
273,Class B,1994-09-15,33.7065,-85.57415
1419,Class B,2000-07-15,33.48665,-85.8175
1783,Class B,1985-08-15,32.4456,-86.5653
8635,Class B,2007-09-12,31.29,-86.255
8921,Class B,2006-06-03,33.00014,-86.00004
10501,Class B,2005-02-05,33.6332,-86.2952
15473,Class B,2007-08-26,31.85,-85.925
15597,Class B,2006-09-22,34.73139,-86.97057
17035,Class B,2007-08-06,31.99,-87.29
17168,Class B,2007-02-04,30.47612,-88.34223
18033,Class B,2002-05-30,32.6825,-85.2222
18376,Class B,2007-01-30,32.67715,-85.21545
21714,Class B,2007-09-12,33.1,-86.86
22899,Class B,2008-01-19,31.35,-85.7075
22969,Class B,2008-01-19,33.46345,-85.87055
24451,Class B,2008-08-31,31.20325,-87.5047
25111,Class B,2008-11-28,34.55946,-86.59747
28326,Class B,2008-04-15,34.8986,-87.95277
34224,Class B,2011-04-01,31.30503,-85.61766
35339,Class B,2012-03-15,33.20837,-87.28992
38022,Class B,2012-12-01,34.56327,-85.79889
39620,Class B,2013-01-27,34.04129,-85.86473
43217,Class B,1988-07-15,33.89236,-87.3775
43402,Class B,2002-09-16,31.809,-87.56807
44479,Class B,2013-08-24,34.24174,-85.08995
76,Class B,2001-08-11,36.37139,-92.25139
338,Class B,1983-10-15,35.14639,-90.18444
2104,Class B,2001-04-01,33.31194,-93.8417
2635,Class B,2000-11-27,36.25639,-94.07806
3032,Class B,2001-06-15,36.34389,-93.76
3143,Class B,1975-04-04,34.52473,-92.70348
4095,Class B,1975-09-20,34.47,-92.58
7969,Class B,1980-06-15,36.36,-92.55472
8819,Class B,2004-06-12,35.77,-92.44583
10093,Class B,1999-11-15,36.13361,-93.94389
11252,Class B,1986-09-27,35.1759,-94.0679
11786,Class B,2005-05-01,35.07,-91.97
12824,Class B,2005-10-16,34.31611,-93.17056
13286,Class B,2005-12-15,35.69958,-91.51528
13516,Class B,2001-08-18,34.97181,-90.95902
22101,Class B,2007-12-01,35.06144,-93.45042
24276,Class B,2008-07-26,35.15193,-93.42848
28839,Class B,2011-02-06,33.94073,-94.09966
29313,Class B,2010-04-10,34.56384,-92.22704
30063,Class B,1989-10-14,34.08204,-94.3457
37862,Class B,2011-12-15,33.40425,-91.48295
39922,Class B,2010-10-30,34.92684,-92.30753
56443,Class B,2004-11-26,36.154,-91.09
59520,Class B,2002-08-14,36.1655,-93.5515
9506,Class B,2004-10-08,34.4274,-110.9986
10877,Class B,2000-06-24,34.96295,-111.5228
11549,Class B,1997-06-10,32.65,-110.175
11807,Class B,2005-05-30,35.1394,-111.6259
11858,Class B,1986-07-06,33.9,-109.355
12214,Class B,2003-09-28,35.97,-109.155
12266,Class B,2005-07-06,34.7706,-111.8907
12795,Class B,2005-09-16,34.33335,-110.9583
13548,Class B,1998-08-19,36.28,-109.14
13773,Class B,2006-01-15,34.7,-112.05
13964,Class B,1991-10-26,36.4,-112
14508,Class B,2006-04-23,34.475,-111.08
15125,Class B,2006-07-03,35.09,-111.7
15178,Class B,1999-03-15,36.74,-112.19
15441,Class B,2006-08-06,34.425,-111.375
16397,Class B,2005-09-15,34.35,-110.98
16520,Class B,2006-11-03,34.34,-110.9725
20235,Class B,2006-08-15,35.3,-111.675
20833,Class B,2007-06-11,34.27139,-110.0632
21348,Class B,2007-08-18,34.375,-111.4925
21535,Class B,2007-08-05,34.575,-111.4
23440,Class B,2007-08-20,35.33069,-111.7101
24052,Class B,1972-01-01,31.63,-110.177
24302,Class B,1981-10-15,33.825,-110.925
24732,Class B,2008-09-24,36.3431,-112.0934
24818,Class B,2008-09-24,34.45,-112.53
24886,Class B,2008-09-13,32.7071,-109.9643
25625,Class B,2009-02-20,34.0425,-110.4829
26297,Class B,2009-07-04,36.225,-109.11
33484,Class B,2001-06-30,34.55,-113.46
34283,Class B,2009-12-18,34.275,-110.85
36623,Class B,2012-10-06,36.65,-112.24
38375,Class B,1989-10-15,34.515,-111.375
41186,Class B,2011-07-15,34.43951,-111.0946
41350,Class B,2013-05-26,32.70631,-109.9134
41447,Class B,2013-06-16,32.70722,-109.9648
41981,Class B,2013-08-22,34.24228,-110.5712
44485,Class B,1979-06-15,32.42445,-109.5601
45320,Class B,2013-06-14,33.988,-109.7452
97,Class B,1992-10-01,41.72278,-120.3292
369,Class B,2006-05-31,41.16,-123.9
431,Class B,1981-06-15,38.14167,-119.7111
502,Class B,2000-06-17,39.01917,-120.8275
629,Class B,1968-09-01,38.30056,-120.7053
816,Class B,1985-06-01,37.89917,-119.9997
1036,Class B,1994-08-01,35.75472,-118.4244
1496,Class B,1999-10-20,37.23667,-119.2386
1578,Class B,1998-06-16,41.8607,-123.793
1953,Class B,1963-12-01,38.23243,-119.984
1954,Class B,1971-08-06,38.29116,-119.7275
1955,Class B,1977-10-01,38.19753,-119.9811
1963,Class B,1999-08-27,38.31722,-119.7489
2037,Class B,1997-07-01,39.94278,-121.0158
2255,Class B,2001-03-30,41.48722,-120.5414
2309,Class B,1963-01-27,38.1625,-120.0522
2310,Class B,1963-01-28,38.1625,-120.0522
2311,Class B,1993-11-01,38.19833,-120.0083
2326,Class B,1998-09-07,39.02028,-120.8169
2333,Class B,1988-09-27,38.05141,-120.0508
2558,Class B,1991-08-01,40.4925,-121.8881
2887,Class B,1977-12-30,38.19753,-119.9811
2935,Class B,1969-09-01,41.30056,-124.0644
2942,Class B,2001-05-01,37.65028,-118.9592
3021,Class B,2001-08-18,38.27194,-120.2867
3071,Class B,2001-04-22,38.07584,-120.1039
3072,Class B,2001-03-01,38.05,-120.2667
3105,Class B,2001-05-03,37.78861,-119.0736
3121,Class B,2001-09-06,36.22306,-118.6744
3424,Class B,1984-08-01,39.30056,-120.6672
3605,Class B,1984-08-01,37.33694,-119.0139
3612,Class B,1978-04-01,38.90222,-121.0803
3683,Class B,1992-01-01,40.58667,-122.3906
3794,Class B,2001-08-01,38.9575,-120.0914
3822,Class B,2000-07-31,38.9575,-120.0914
4043,Class B,2001-11-01,41.37861,-123.7481
4366,Class B,1977-07-01,38.45861,-120.0397
4637,Class B,2002-06-26,40.53806,-121.7314
4649,Class B,2001-09-01,38.18389,-120.1547
4650,Class B,2002-07-04,38.24805,-119.9924
4885,Class B,2002-08-01,39.26167,-121.015
4886,Class B,1985-07-01,39.44583,-123.8042
4887,Class B,2002-09-03,36.10556,-118.5272
4917,Class B,2002-09-07,39.64306,-121.2733
4929,Class B,1981-08-01,37.07944,-118.9689
4947,Class B,1992-08-01,37.69639,-119.4275
5104,Class B,1982-10-31,38.46472,-120.0389
5232,Class B,1961-04-01,40.94083,-123.6283
5251,Class B,2002-10-26,35.56805,-118.6078
5253,Class B,2002-12-01,33.7655,-116.7078
5260,Class B,1975-09-01,41.75611,-124.2006
5294,Class B,2002-10-27,35.51222,-118.3356
5418,Class B,2001-09-22,37.23167,-119.235
5477,Class B,1978-12-16,38.20444,-120.3689
5509,Class B,1994-08-01,38.32417,-119.7519
5637,Class B,1977-07-01,41.31917,-123.1778
5791,Class B,2002-08-01,38.77778,-119.8208
6130,Class B,2000-07-10,38.99778,-120.2392
6160,Class B,1990-08-01,38.31944,-120.2603
6706,Class B,1975-06-01,40.0625,-123.2208
6854,Class B,2003-09-07,35.44986,-118.5821
6868,Class B,2003-08-17,38.76139,-120.5856
6922,Class B,2001-06-01,36.4525,-118.6092
6962,Class B,1964-11-01,40.20556,-123.4908
6971,Class B,1981-07-02,38.51639,-123.24
7097,Class B,1977-01-10,37.81269,-119.8609
7115,Class B,2003-10-14,40.98333,-122.6986
7211,Class B,1959-10-01,39.08,-121.42
7299,Class B,2001-05-18,38.03305,-120.2636
7331,Class B,2003-10-14,39.11167,-120.4683
7336,Class B,1983-07-01,38.77778,-119.8208
7363,Class B,2002-08-30,39.5575,-120.8294
7452,Class B,2003-11-16,41.23528,-123.6581
7676,Class B,1978-09-15,38.2395,-119.8792
7773,Class B,1980-09-30,40.9913,-122.8719
8026,Class B,2003-12-02,39.21667,-120.8983
8069,Class B,1994-07-15,41.72944,-122.6361
8184,Class B,1984-08-01,40.755,-122.33
8226,Class B,2003-08-07,38.25472,-120.3536
8234,Class B,2003-06-28,41.28694,-124.0586
8463,Class B,2001-11-01,38.4775,-120.0047
8598,Class B,1986-07-01,38.415,-122.585
8650,Class B,2004-05-10,38.71806,-120.5619
8735,Class B,2004-05-22,39.83,-123.115
8784,Class B,1992-09-01,40.88,-121.675
8868,Class B,1998-07-01,37.2725,-118.9656
8896,Class B,2004-06-21,39.53722,-121.4822
9051,Class B,2004-07-24,38.39917,-120.5264
9368,Class B,2004-09-21,39.55249,-121.5027
9648,Class B,2002-08-13,38.75,-122.7
9898,Class B,2004-11-23,38.45799,-120.0491
10279,Class B,2004-01-16,39.25,-123.15
10718,Class B,1976-09-01,37.83074,-119.4626
11407,Class B,1985-10-27,36.05361,-118.5347
11519,Class B,1994-03-01,40.85,-123.7
11837,Class B,2005-05-05,38.96,-120.0969
11948,Class B,2002-09-07,38.91185,-120.5764
12165,Class B,2005-07-24,37.2804,-118.9614
12328,Class B,1979-10-01,36.1894,-118.1729
12518,Class B,2005-08-23,38.9037,-120.6049
12818,Class B,2005-10-15,38.6167,-119.9501
13096,Class B,1980-02-01,35.2673,-118.9591
13236,Class B,2005-09-30,34.60665,-120.0023
13287,Class B,1971-04-15,37.4583,-120.0833
13362,Class B,2005-07-02,41.25,-123.6667
13549,Class B,2006-01-07,40.4999,-121.9167
13613,Class B,1980-08-01,38.29165,-119.54
13839,Class B,2006-07-15,41.8111,-123.375
14323,Class B,2003-04-19,40.75,-122.1675
14953,Class B,2006-07-30,34.25,-118.225
15013,Class B,2006-07-10,34.2802,-117.8333
15039,Class B,2005-07-12,40.43298,-120.7413
15174,Class B,2006-07-08,39.374,-120.914
15197,Class B,2006-07-03,38.23475,-120.1862
15344,Class B,2006-11-01,39.0833,-120.1666
15540,Class B,2006-08-21,40.8833,-122.2333
15652,Class B,2006-08-23,40.3,-124.2
15782,Class B,2005-09-16,39.06583,-123.4439
16448,Class B,2001-09-25,38.3958,-119.801
16550,Class B,1986-08-01,39.41546,-120.4187
16691,Class B,1958-04-15,37.055,-121.845
16722,Class B,2006-11-19,38.015,-120.245
17458,Class B,2006-07-14,37.1303,-118.9386
18325,Class B,2006-10-26,37.28675,-118.8741
18403,Class B,2007-03-25,38.20835,-120.0416
19448,Class B,2007-06-01,36.1999,-118.1666
20306,Class B,2007-09-25,37.5999,-119
20594,Class B,2007-07-27,37.90613,-119.2481
21165,Class B,2007-08-27,38.80435,-120.0825
21684,Class B,1980-05-16,37.15889,-118.3743
21808,Class B,2007-09-30,38.95285,-121.0479
22431,Class B,1997-08-23,41.23598,-123.292
22598,Class B,2008-01-07,35.7,-117.9667
22815,Class B,2008-01-09,36.07081,-118.2084
23319,Class B,2008-03-26,37.76666,-118.5333
23424,Class B,2007-08-23,38.17625,-119.864
23811,Class B,2007-08-11,40.35259,-124.0101
23974,Class B,2006-10-21,38.09832,-120.0397
24137,Class B,2008-07-17,33.66675,-116.7
24277,Class B,2008-08-05,38.375,-120.125
24456,Class B,2008-08-21,34.04165,-117.0416
24743,Class B,2008-09-23,38.04165,-119.2167
24795,Class B,2008-08-11,35.5803,-118.3804
24877,Class B,2008-10-17,35.95835,-118.375
24929,Class B,2009-01-28,41.84998,-124.1417
25492,Class B,2009-02-26,35.17748,-118.625
25648,Class B,2003-09-15,38.03917,-120.0459
26152,Class B,2004-06-05,33.81678,-116.6329
26381,Class B,1973-04-15,40.8333,-122.6417
26386,Class B,2009-08-10,34.2556,-116.7944
27327,Class B,2010-08-29,41.1139,-122.7
27687,Class B,2010-05-07,34.66363,-118.4538
27844,Class B,2010-06-10,35.12931,-118.3302
27966,Class B,2010-07-31,37.79337,-119.118
36070,Class B,2012-07-22,32.81075,-116.4208
38933,Class B,2013-01-07,40.5835,-122.553
51530,Class B,1988-07-13,33.32237,-116.8782
56754,Class B,2009-07-01,34.33843,-117.1776
62496,Class B,1997-09-15,41.85526,-123.8435
65566,Class B,1995-08-15,39.80825,-121.0456
69291,Class B,1988-06-15,40.45787,-121.8765
2069,Class B,2001-03-25,55.3,-119.9
6829,Class B,1979-07-15,54.88394,-112.6921
10127,Class B,1988-06-15,53.53485,-119.2044
10597,Class B,2004-05-08,55.404,-119.152
10883,Class B,2005-02-13,50.7,-112.76
15835,Class B,1992-09-15,49.9818,-112.9413
23259,Class B,2001-08-30,54.27101,-113.4698
25378,Class B,1985-08-07,51.03149,-114.7982
26517,Class B,2009-08-09,51.35316,-115.0964
26746,Class B,1997-09-14,54.7,-117.18
27154,Class B,2007-02-14,51.20306,-114.7861
27910,Class B,1997-09-06,53.13605,-117.7728
28583,Class B,2002-01-28,50.55219,-115.0944
34794,Class B,2011-05-14,51.03202,-115.09
857,Class B,1968-09-24,49.70889,-125.2581
2852,Class B,1998-03-15,49.5368,-125.1676
3945,Class B,2002-02-11,50.50041,-116.1386
5041,Class B,1996-01-21,53.24,-120.105
6579,Class B,2002-08-15,53.53125,-124.2721
7456,Class B,2003-11-05,49.25,-121.8
7911,Class B,2000-08-15,50.09222,-125.5634
9069,Class B,1998-07-15,49.82221,-117.0654
9438,Class B,2004-10-04,49.2605,-121.85
9654,Class B,2004-07-01,50.7395,-120.1173
9778,Class B,2000-09-01,58.5,-122.5
10572,Class B,1966-08-15,49.69263,-119.7497
10864,Class B,1999-07-02,51.3,-116.96
11570,Class B,1974-12-25,50.61847,-119.0812
11595,Class B,1991-05-24,51.26903,-116.1654
12100,Class B,2001-09-19,49.72417,-122.7746
12855,Class B,2005-08-26,49.53,-123.84
13390,Class B,2005-09-01,50.99847,-121.6101
13427,Class B,1984-03-15,50.03625,-119.5143
13583,Class B,2006-01-15,50.24532,-118.7652
13800,Class B,2005-10-15,48.87097,-123.9035
13815,Class B,1981-10-15,50.05149,-120.966
14020,Class B,2006-03-05,49.32014,-121.6064
14166,Class B,1986-08-15,50.42139,-119.0626
14344,Class B,2006-03-23,56.54958,-129.4015
15141,Class B,1983-07-15,49.48486,-122.3269
15389,Class B,1995-09-10,49.53402,-121.3222
15419,Class B,2004-01-12,43.27355,-119.5089
15541,Class B,2006-08-16,55.9027,-120.6502
15571,Class B,2006-08-20,49.58458,-125.4051
15888,Class B,2006-06-20,50.94152,-121.8785
15961,Class B,2006-07-26,49.0489,-123.8713
17142,Class B,1993-10-13,50.57889,-117.8775
17178,Class B,1996-02-14,49.84818,-122.2674
18115,Class B,2003-07-15,50.2368,-124.4165
18441,Class B,2006-07-15,49.15235,-121.589
18913,Class B,2005-01-15,50.35025,-119.2018
20758,Class B,2007-01-01,49.07165,-125.4736
22123,Class B,2000-05-15,49.13644,-121.2607
24039,Class B,2008-06-19,49.16795,-121.6495
24377,Class B,2008-08-08,50.15078,-118.7952
24956,Class B,2008-08-12,50.3715,-118.8412
25140,Class B,2008-11-19,49.1497,-124.1526
25368,Class B,2009-02-08,48.7305,-124.1744
26821,Class B,2009-10-17,50.46674,-119.5504
27281,Class B,2010-08-12,54.78464,-127.1616
28285,Class B,2010-09-22,50.58378,-118.1976
35539,Class B,2001-05-05,49.06165,-121.323
35773,Class B,2012-06-14,50.15531,-122.3104
40024,Class B,2011-06-15,49.5298,-124.8627
40345,Class B,2013-03-12,50.47305,-125.8811
43994,Class B,2011-09-15,49.5828,-124.7914
1528,Class B,2000-10-15,50.06295,-100.8188
9142,Class B,2004-08-08,50.92345,-95.33125
9495,Class B,2004-12-27,50.07,-95.276
23849,Class B,1983-06-04,50.85595,-95.41525
26331,Class B,2009-06-15,53.687,-101.5205
31176,Class B,2010-07-29,49.7905,-100.069
50446,Class B,2009-10-25,44.89409,-63.83683
7943,Class B,2007-02-22,44.1028,-77.52356
10308,Class B,2007-02-06,48.78009,-88.60707
10734,Class B,2007-02-05,48.60873,-93.33372
11797,Class B,2007-01-30,46.30688,-79.40278
12958,Class B,2005-11-01,46.29871,-83.70184
13706,Class B,2007-01-16,45.33788,-75.98326
14341,Class B,2006-04-08,47.05556,-79.72499
14981,Class B,2007-02-19,44.77658,-76.06987
16719,Class B,2007-02-09,49.77521,-92.76801
16944,Class B,2007-01-15,45.50396,-78.90285
17443,Class B,2007-01-29,47.5889,-84.68153
17457,Class B,2007-01-31,47.98577,-84.71373
17501,Class B,2007-02-04,44.1664,-78.4529
18375,Class B,2007-03-25,45.65532,-78.93061
23490,Class B,2005-08-01,48.6055,-90.44405
24881,Class B,1996-08-01,44.37775,-80.60455
25229,Class B,2008-12-26,44.70596,-76.91354
25670,Class B,1958-12-01,48.3766,-89.30945
26285,Class B,2009-07-13,45.61785,-78.92731
26348,Class B,2009-07-13,48.0715,-91.41945
27180,Class B,2007-06-24,46.10293,-83.47763
27959,Class B,1991-08-01,48.57605,-89.2351
27961,Class B,2010-07-02,44.6925,-76.3948
30249,Class B,2007-09-28,44.81678,-76.43772
6833,Class B,2003-08-29,57.81,-69.55
11170,Class B,2003-06-07,45.737,-76.601
17214,Class B,2007-01-31,47.38115,-78.64526
23086,Class B,2004-11-01,45.95625,-76.85125
2815,Class B,2001-07-14,49.75,-110.13
12733,Class B,2005-09-15,52.94971,-106.0525
14405,Class B,2006-04-13,54.31648,-107.7171
17456,Class B,2004-09-29,53.7312,-105.8799
24643,Class B,1995-07-01,52.60837,-103.9236
12088,Class B,1995-06-14,62.0875,-136.2924
140,Class B,1996-08-24,38.48959,-107.7
407,Class B,2000-04-19,37.1137,-106.3681
529,Class B,2000-09-21,39.2026,-106.1143
1228,Class B,1971-10-01,40.025,-105.4458
1232,Class B,2000-12-20,37.19583,-107.1771
1237,Class B,2000-09-01,38.93333,-105.4917
1251,Class B,2000-09-19,39.4627,-106.6035
1349,Class B,1997-11-01,38.60124,-106.3466
1369,Class B,1998-09-04,39.40305,-105.8226
1375,Class B,1986-10-01,38.71225,-105.1744
2493,Class B,2001-05-12,38.9,-105.3812
2553,Class B,1964-08-30,38.90833,-107.575
3112,Class B,2001-09-30,39.20834,-106.0417
3588,Class B,2001-11-05,38.71145,-105.0354
3604,Class B,2001-07-30,39.225,-106.3625
4897,Class B,2002-08-31,39.3045,-106.171
