time,shape,duration_hours_min,date,latitude,longitude
9:00:00 PM,sphere,30 minutes,3/16/00,47.8569444,-121.6958333
9:00:00 PM,triangle,2 min.,3/16/00,34.4208333,-119.6972222
9:20:00 PM,triangle,15-20 min.,3/16/00,35.4013889,-93.1141667
9:30:00 PM,oval,5-10 minutes,3/16/00,36.175,-115.1363889
9:45:00 PM,light,0:01,4/1/00,47.765557,-121.479734
10:45:00 PM,NULL,15 minutes,3/16/00,34.048928,-111.093731
8:30:00 PM,triangle,1-2 seconds,2/23/00,37.6922222,-97.3372222
4:30:00 AM,egg,10 minutes,6/6/00,44.98,-93.2636111
3:00:00 AM,unknown,45  minutes,9/17/00,31.7319444,-84.1708333
7:00:00 PM,formation,5min,7/11/00,42.3072222,-74.2525
12:00:00 AM,NULL,45 seconds,3/7/00,38.5247222,-118.6236111
12:30:00 AM,triangle,15 mins,3/16/00,37.5830556,-81.5372222
5:00:00 PM,light,3 min,3/7/00,33.7091667,-117.9527778
8:00:00 PM,fireball,4 seconds,3/7/00,27.0994444,-82.4544444
8:55:00 PM,changing,2 mins.,3/7/00,18.456131,-67.02263
11:00:00 PM,other,2 minutes,12/2/00,35.6869444,-105.9372222
12:19:00 AM,triangle,35 minutes,7/23/00,29.1869444,-82.1402778
1:19:00 AM,fireball,20 min.,3/16/00,34.2694444,-118.7805556
1:30:00 AM,light,5-6 min,3/16/00,34.2669444,-118.3013889
1:45:00 AM,sphere,appx. 5 minutes,3/16/00,34.1591667,-118.5002778
8:00:00 AM,cigar,5-6 seconds,4/1/00,47.6063889,-122.3308333
1:30:00 PM,oval,20 seconds,3/16/00,46.5436111,-87.3952778
7:35:00 PM,triangle,15sec,3/16/00,42.1186111,-79.1986111
8:37:00 PM,light,5 min,3/16/00,33.1191667,-117.0855556
9:10:00 PM,circle,20 seconds,3/16/00,35.20105,-91.831833
11:00:00 PM,cross,20 minutes,3/16/00,41.258551,-75.936405
8:00:00 PM,other,5 minuets,3/16/00,33.4483333,-112.0733333
8:05:00 PM,NULL,several minutes,3/7/00,33.4483333,-112.0733333
8:15:00 PM,light,10 min,4/26/00,33.4483333,-112.0733333
8:30:00 PM,triangle,3 min.,2/23/00,33.4483333,-112.0733333
11:00:00 PM,formation,40 to 60 seconds,9/17/00,36.7477778,-119.7713889
3:43:00 AM,fireball,1 minute,12/2/00,43.1,-79.05
8:00:00 PM,light,15-30 seconds,6/6/00,37.3394444,-121.8938889
9:40:00 PM,light,10 minutes,4/1/00,40.7419444,-95.0380556
7:13:00 PM,chevron,1hr,2/16/00,38.6569444,-90.5544444
4:50:00 AM,unknown,5 minutes,4/1/00,40.579532,-74.150201
4:35:00 PM,formation,2 minutes,4/1/00,37.0511111,-122.0136111
10:30:00 PM,cylinder,3min.,4/15/00,39.7683333,-86.1580556
9:00:00 PM,light,5 minutes,12/20/00,42.1097222,-86.48
4:30:00 PM,disk,10 seconds,2/23/00,38.7508333,-77.4755556
1:00:00 AM,fireball,2 seconds,12/2/00,9.111086,-79.699318
2:00:00 AM,triangle,30 sec,9/17/00,47.7544444,-122.1622222
8:30:00 PM,cylinder,5 seconds,12/2/00,41.3947222,-73.4544444
9:30:00 PM,light,10 min,4/15/00,36.0725,-79.7922222
1:00:00 AM,light,30 seconds,4/15/00,32.5838889,-117.1122222
6:39:00 AM,changing,14 hours,5/11/00,42.375,-70.9833333
2:46:00 PM,changing,45 seconds,3/16/00,39.0169444,-94.2813889
7:30:00 PM,disk,5 minutes,7/23/00,46.9422222,-122.6047222
8:45:00 PM,light,10 min,4/1/00,33.830296,-116.545292
9:15:00 PM,light,30sec.,4/1/00,36.0155556,-82.1588889
10:00:00 PM,light,20 min.,4/1/00,40.4897222,-81.4458333
11:00:00 PM,oval,5 seconds,7/11/00,45.5236111,-122.675
10:00:00 PM,light,2min,12/2/00,15.783471,-90.230759
5:39:00 PM,sphere,5 seconds,3/7/00,41.6283333,-70.3875
12:30:00 AM,unknown,30minutes,4/1/00,50.9097,-1.404351
3:30:00 AM,disk,2min,12/2/00,38.5733333,-109.5491667
1:05:00 PM,cigar,2 minutes,3/16/00,41.335698,-96.023753
5:15:00 PM,light,less that 30sec.,4/1/00,33.555,-116.6727778
10:00:00 PM,egg,20 minutes,2/16/00,41.1327778,-73.7930556
8:35:00 PM,chevron,5 secs,7/11/00,33.4222222,-111.8219444
12:26:00 AM,triangle,10min.,4/1/00,34.1705556,-118.8366667
3:15:00 AM,unknown,1 min,4/1/00,45.6388889,-122.6602778
4:00:00 AM,triangle,2 minutes,12/2/00,29.4238889,-98.4933333
8:20:00 PM,light,5 minutes,4/15/00,47.9791667,-122.2008333
10:00:00 PM,unknown,1/2  hour,4/1/00,42.0713889,-70.8097222
10:30:00 PM,light,2 + hours,4/1/00,33.7222222,-116.3736111
11:45:00 PM,oval,5-7 minutes,5/3/00,36.175,-115.1363889
9:05:00 AM,oval,1 minute,4/1/00,35.0844444,-106.6505556
9:00:00 PM,light,5 seconds,4/1/00,32.2216667,-110.9258333
9:30:00 PM,fireball,3-5 sec,4/1/00,37.775,-122.4183333
10:30:00 PM,NULL,30 seconds maybe,4/1/00,39.4694444,-76.8297222
11:35:00 PM,triangle,2 to 3 mins,4/1/00,34.1477778,-118.1436111
11:30:00 PM,disk,3 1/2 hours,5/3/00,42.8780556,-73.1972222
8:00:00 PM,light,45 minutes,12/2/00,44.843305,-75.546362
9:00:00 PM,fireball,about 2-3 hrs.,12/2/00,39.11376,-76.726777
9:00:00 PM,rectangle,7 sec,4/15/00,46.056947,14.505751
10:00:00 PM,fireball,6 hours,5/11/00,40.8325,-115.7622222
2:45:00 PM,cylinder,30sec.,4/1/00,36.0769444,-87.3877778
7:30:00 PM,triangle,3-9 seconds,4/1/00,42.2094444,-85.7844444
9:00:00 PM,NULL,5 - 7 seconds,4/1/00,46.7833333,-92.1063889
9:00:00 PM,sphere,1.5 hours,12/2/00,45.5,-73.583333
9:00:00 PM,circle,15 min,4/1/00,28.2486111,-81.2813889
10:05:00 PM,light,10-15 seconds,4/1/00,41.965,-80.4075
1:15:00 AM,formation,30 min +,3/7/00,35.1494444,-90.0488889
7:45:00 AM,triangle,1:30 second,3/7/00,10.246944,-67.596111
1:00:00 PM,formation,2 hours,4/15/00,38.55325,-121.473388
7:00:00 PM,unknown,approx. 25 min.,4/1/00,37.2152778,-93.2980556
10:45:00 PM,light,10 minutes,3/7/00,40.9166667,-74.1722222
11:42:00 PM,oval,4 hours and 30 minutes,3/7/00,41.0588889,-74.0222222
8:05:00 PM,light,5 minutes,4/15/00,33.6469444,-117.6883333
9:40:00 PM,formation,8-10 seconds,4/1/00,33.2097222,-87.5691667
8:30:00 PM,other,1 minute,2/16/00,39.9613889,-105.5102778
2:15:00 AM,rectangle,13to15mins,4/1/00,44.7130556,-69.7911111
7:15:00 PM,teardrop,10 min.,4/15/00,33.8702778,-117.9244444
7:30:00 PM,rectangle,20 to 25 sec,4/1/00,41.8238889,-71.4133333
7:30:00 PM,other,4-5 sec.,4/1/00,39.8069444,-82.2972222
12:30:00 AM,triangle,10 to 15 seconds,4/15/00,36.2177778,-84.1547222
3:15:00 AM,light,seconds,4/1/00,43.0480556,-76.1477778
1:35:00 PM,disk,1.5 min?,4/1/00,45.4872222,-122.8025
6:00:00 PM,oval,30 seconds,4/15/00,42.9872222,-85.0711111
6:30:00 PM,fireball,1-2 seconds,4/1/00,33.9213889,-78.0205556
7:45:00 PM,fireball,5-7 seconds,4/1/00,43.4194444,-83.9508333
8:27:00 PM,unknown,5-8 seconds,4/1/00,40.8255556,-73.4680556
10:00:00 PM,triangle,1 minute,8/5/00,41.4805556,-86.6916667
12:45:00 AM,fireball,20 minutes,4/1/00,41.6005556,-93.6088889
6:00:00 PM,unknown,18:01,4/1/00,30.1577778,-95.4891667
10:00:00 PM,flash,30 mins,4/26/00,39.6383333,-95.3513889
10:00:00 PM,circle,1 hr. 20mins.,4/1/00,34.6391667,-120.4569444
10:45:00 PM,triangle,10 secs.,4/15/00,40.4405556,-79.9961111
1:10:00 AM,changing,10 secs.,4/1/00,40.6408333,-122.2313889
6:00:00 PM,light,15 seconds,4/15/00,42.2708333,-83.7263889
8:00:00 PM,cigar,5 minutes,4/1/00,36.9741667,-122.0297222
9:40:00 PM,circle,30 minutes,4/1/00,29.9477778,-85.4180556
11:20:00 PM,light,1.5 hrs.,4/1/00,39.1302778,-123.7166667
12:00:00 AM,circle,10 min,4/1/00,34.61,-112.315
7:45:00 AM,sphere,30 minutes,4/1/00,42.9730556,-120.7763889
3:00:00 PM,circle,1 minute,6/21/00,25.7738889,-80.1938889
3:45:00 PM,circle,5:00,4/1/00,38.8402778,-77.4291667
9:00:00 PM,light,about 10 seconds,4/1/00,33.9325,-114.005
9:15:00 PM,triangle,4 minutes,4/1/00,31.9844444,-86.5786111
10:40:00 PM,light,0:00:20,4/1/00,30.5041667,-90.4611111
12:00:00 AM,changing,5 minutes,4/1/00,34.5227778,-82.4944444
2:30:00 PM,circle,2 minutes,4/15/00,27.7688889,-82.7691667
8:00:00 PM,circle,20 seconds,4/1/00,39.461442,-119.781644
8:20:00 PM,light,2min,4/26/00,33.7488889,-84.3880556
10:30:00 PM,triangle,30 sec.,4/1/00,46.4111111,-86.6477778
8:23:00 PM,cone,5 - 10 seconds,4/1/00,40.4405556,-79.9961111
3:30:00 AM,circle,15min,4/15/00,36.860016,-101.208034
12:25:00 PM,flash,seconds,4/1/00,33.4483333,-112.0733333
6:50:00 PM,light,3 seconds,4/1/00,33.4483333,-112.0733333
10:00:00 PM,light,3 minutes,4/1/00,42.3369444,-71.2097222
11:30:00 PM,fireball,15 seconds,4/15/00,42.3066667,-78.0161111
9:30:00 PM,sphere,15minutes,12/2/00,53.319074,-117.753322
5:05:00 AM,disk,10 min,4/15/00,41.3830556,-71.6422222
9:40:00 AM,light,20 sec.,4/1/00,31.8022222,-97.0913889
2:00:00 PM,circle,5-10mins.,4/26/00,33.9597222,-118.3997222
2:00:00 PM,other,15 seconds,4/1/00,41.0905556,-73.9183333
9:45:00 PM,unknown,2minutes.x,4/15/00,41.6716667,-72.9497222
11:30:00 PM,circle,5 min,4/15/00,39.9522222,-75.1641667
1:15:00 AM,triangle,1 hour,3/7/00,39.8813889,-83.0930556
7:55:00 PM,oval,1-2 min,3/7/00,42.0597222,-93.88
8:00:00 PM,circle,15 min,3/7/00,34.61,-112.315
10:20:00 PM,light,5 min,3/7/00,41.2230556,-111.9730556
7:30:00 PM,light,10 minutes,2/16/00,38.2558333,-119.2302778
9:00:00 PM,fireball,3 minutes,9/17/00,20.653407,-105.225332
6:40:00 PM,sphere,~45 minutes,3/7/00,44.314844,-85.602364
1:00:00 AM,unknown,15 minutes,9/17/00,37.3058333,-89.5180556
2:30:00 AM,circle,45 minutes,3/7/00,41.4663889,-73.4861111
11:00:00 PM,triangle,10 minutes,6/6/00,56,-3.75
3:40:00 AM,sphere,10seconds,3/16/00,25.7738889,-80.1938889
8:27:00 PM,other,2min,3/7/00,42.2711111,-89.0938889
9:45:00 PM,light,5 minutes,3/16/00,39.9355556,-91.4097222
11:33:00 PM,changing,22 seconds,3/7/00,42.5847222,-87.8211111
2:00:00 AM,diamond,30 minutes,12/20/00,-37.813938,144.963425
1:15:00 AM,circle,2 min,6/6/00,53.04304,-2.992494
3:30:00 AM,oval,2 mins,4/1/00,40.7608333,-111.8902778
4:30:00 AM,triangle,2 minutes,3/16/00,46.9738889,-124.155
4:30:00 PM,sphere,1 minute,3/7/00,33.6694444,-117.8222222
7:55:00 PM,other,10min,3/7/00,38.9905556,-77.0263889
10:20:00 PM,light,30 seconds,3/7/00,45.16,-92.9930556
10:21:00 PM,NULL,3-5min,3/7/00,49.236089,7.316069
1:00:00 AM,triangle,20seconds,12/2/00,48.4,-89.233333
7:00:00 AM,oval,1 minute,3/16/00,27.10641,-82.446788
7:00:00 PM,other,3-4 seconds,3/16/00,38.6533333,-94.3486111
7:20:00 PM,formation,15 seconds,3/16/00,39.1433333,-77.2016667
7:45:00 PM,circle,2 min.,3/7/00,39.0997222,-94.5783333
8:50:00 PM,cigar,5 seconds,3/16/00,39.0702778,-76.5455556
10:00:00 PM,formation,3 min.,3/16/00,36.7477778,-119.7713889
10:00:00 PM,fireball,10 seconds,3/16/00,30.3569444,-87.1638889
10:00:00 PM,changing,3 to 5 min,12/9/00,32.4608333,-84.9877778
1:00:00 PM,oval,:30 seconds,3/16/00,40.247592,-77.033418
9:30:00 PM,other,15 minutes,3/16/00,51.990925,4.364702
5:05:00 PM,oval,35 minutes,3/16/00,35.3858333,-94.3983333
6:30:00 PM,circle,1/2second,3/16/00,33.3763889,-117.2502778
6:35:00 PM,light,1/2 min,4/15/00,43.6613889,-70.2558333
7:00:00 PM,fireball,about 3 to 5 seconds,5/11/00,35.149534,-90.04898
7:00:00 PM,fireball,5 sec,3/16/00,37.5419444,-77.9191667
7:15:00 PM,light,less than one minute,3/16/00,26.6402778,-81.8725
7:45:00 PM,other,10 min?,4/1/00,44.4591667,-69.6780556
8:15:00 PM,fireball,3 seconds,4/15/00,37.6459,-93.0942
8:25:00 PM,fireball,5 seconds,3/16/00,36.4011111,-93.7377778
8:30:00 PM,fireball,3-4secs,3/16/00,35.0886111,-92.4419444
8:30:00 PM,sphere,10+seconds,3/16/00,35.8708333,-92.3169444
8:30:00 PM,sphere,8-11 seconds,3/16/00,35.8708333,-92.3169444
8:45:00 PM,fireball,5 seconds,3/16/00,38.3030556,-77.4608333
8:45:00 PM,fireball,4-5 seconds,4/1/00,34.9616667,-89.8294444
8:45:00 PM,fireball,3 or 4 seconds,3/16/00,35.9827778,-86.5186111
9:00:00 PM,light,5 seconds,3/16/00,34.7463889,-92.2894444
9:00:00 PM,fireball,30 seconds,4/1/00,35.4602778,-94.7872222
9:20:00 PM,disk,25 seconds,3/16/00,42.0897222,-76.8080556
9:30:00 PM,NULL,2 sec.,4/1/00,39.8016667,-89.6436111
10:09:00 PM,fireball,2 minutes,4/1/00,36.3352778,-92.385
5:30:00 PM,egg,30 seconds,12/2/00,41.2586111,-95.9375
12:00:00 PM,other,5 minutes,1/7/00,40.245664,-74.845997
5:30:00 AM,formation,~7 sec,12/2/00,45.5,-73.583333
8:13:00 AM,chevron,30 sec,4/15/00,36.7477778,-119.7713889
2:30:00 AM,disk,40 seconds,12/2/00,45.50867,-73.553992
5:10:00 AM,light,10 seconds,4/15/00,48.7052778,-119.4383333
7:00:00 PM,teardrop,10 mins,12/2/00,51.25,-1.916667
7:00:00 PM,disk,1 hour,12/2/00,39.2786111,-93.9766667
9:00:00 PM,light,30-45 seconds,4/1/00,27.950575,-82.457178
1:00:00 PM,rectangle,3 minutes,6/21/00,40.6836111,-73.5105556
10:00:00 PM,unknown,2 minutes,9/17/00,40.1738889,-80.2463889
11:00:00 PM,fireball,2-3 minutes,5/3/00,42.106763,-91.016852
11:00:00 PM,triangle,30 minutes,7/23/00,41.0408333,-73.715
6:30:00 PM,light,15sec,3/7/00,37.004245,-110.173478
5:20:00 AM,light,10 min,4/15/00,34.4838889,-114.3216667
6:28:00 AM,sphere,10 min,4/15/00,37.9747222,-87.5558333
9:00:00 PM,light,2:15,4/15/00,33.6602778,-117.9983333
9:30:00 PM,NULL,30 mins,4/15/00,32.6518,-96.908337
9:50:00 PM,circle,5 - 10 minutes,4/15/00,44.4816667,-85.9225
10:00:00 PM,light,45 seconds,12/2/00,49.883333,-97.166667
7:30:00 PM,light,10-15 sec,5/11/00,36.0625,-94.1572222
8:50:00 PM,circle,less than a minute,4/15/00,26.7052778,-80.0366667
8:58:00 PM,light,3:00-3:30,4/15/00,44.0522222,-123.0855556
9:45:00 PM,unknown,< 10 seconds,4/26/00,34.270892,-113.569874
1:00:00 AM,light,roughly 1 min.,12/2/00,47.9033333,-91.8669444
1:00:00 AM,triangle,0:20,12/2/00,44.433333,-79.15
5:30:00 AM,light,30 + minutes,4/15/00,38.005,-121.8047222
8:00:00 PM,light,30 seconds,4/26/00,45.5572222,-94.2238889
10:30:00 PM,sphere,4 minutes,4/26/00,44.0522222,-123.0855556
10:30:00 PM,triangle,2 min,4/15/00,40.4405556,-79.9961111
10:30:00 PM,disk,1 minute,4/26/00,42.8688889,-76.9780556
3:27:00 AM,unknown,3-4 minutes,4/15/00,43.0369444,-70.9388889
9:00:00 PM,disk,10 minutes,4/26/00,41.8491667,-71.8191667
9:45:00 PM,NULL,5 sec.,4/15/00,41.3080556,-72.9286111
10:00:00 PM,sphere,10 minutes,2/27/00,40.805,-81.9352778
9:50:00 PM,light,1 minute,9/17/00,30.2238889,-92.0197222
10:00:00 PM,triangle,it seemed like 15+ mins.,12/2/00,35.6008333,-82.5541667
2:00:00 PM,disk,5 minutes,12/2/00,49.25,-123.133333
2:30:00 AM,sphere,21 minutes,4/15/00,19.432608,-99.133208
11:45:00 PM,oval,20 seconds,12/9/00,39.1433333,-77.2016667
2:00:00 AM,sphere,30 seconds,4/26/00,30.036754,-84.336621
12:25:00 PM,changing,20 minutes,4/26/00,33.4483333,-112.0733333
1:45:00 PM,disk,30 seconds,6/21/00,47.3294444,-122.5788889
3:35:00 PM,disk,approx. 2 minutes,4/26/00,33.8358333,-118.3397222
11:45:00 PM,sphere,5 min,4/26/00,34.61,-112.315
11:05:00 PM,other,5 minutes,1/7/00,54.108967,-3.218894
1:30:00 AM,light,3 minutes,4/26/00,32.8383333,-116.9730556
10:25:00 AM,rectangle,5 min,4/26/00,35.0844444,-106.6505556
7:40:00 PM,unknown,35 minutes approximately,4/26/00,26.443397,-82.111512
2:00:00 AM,cone,10 minutes,5/11/00,45.52,-123.1094444
6:15:00 AM,cigar,10secounds,4/26/00,36.153982,-95.992775
7:20:00 PM,light,2.5 seconds,4/26/00,47.8627778,-121.8152778
8:00:00 PM,cylinder,2-3 hours,4/26/00,35.6869444,-105.9372222
10:30:00 PM,fireball,10 minutes,4/26/00,38.005,-121.8047222
10:54:00 PM,fireball,10 seconds,4/26/00,44.5647222,-123.2608333
8:40:00 PM,triangle,2min,2/23/00,41.552041,-81.551415
2:00:00 AM,changing,40 min,9/17/00,41.3333333,-111.8263889
11:32:00 AM,other,five minutes,5/3/00,47.2530556,-122.4430556
7:00:00 PM,cylinder,15 sec.,4/26/00,34.7391667,-112.0091667
9:00:00 PM,light,10 minutes,6/21/00,-29.85868,31.02184
1:30:00 PM,light,5-10 min,5/3/00,36.964015,-122.051585
7:10:00 PM,egg,1 minute,5/3/00,33.2441667,-86.8163889
8:20:00 PM,light,1min 30 sec,4/26/00,34.0211111,-118.3955556
10:20:00 PM,disk,3 minutes,6/6/00,17.43993,78.498274
11:09:00 PM,chevron,15 sec.,4/26/00,26.4611111,-80.0730556
11:50:00 PM,other,1 minute,4/26/00,41.85,-87.65
3:00:00 PM,triangle,5 minutes,2/16/00,43.8013889,-91.2394444
7:30:00 PM,sphere,2 minutes,12/9/00,50.166667,-5.1
5:38:00 AM,cigar,1 minute,4/26/00,33.7222222,-116.3736111
7:00:00 PM,triangle,1 hour,7/23/00,42.009498,-88.537196
7:55:00 PM,light,2min,4/26/00,48.7052778,-119.4383333
9:00:00 PM,light,5 minutes,4/26/00,-37.813938,144.963425
9:05:00 PM,egg,20 to 25 sec.,4/26/00,37.3541667,-121.9541667
9:23:00 PM,light,1 second,5/3/00,40.7091667,-112.1008333
9:35:00 PM,circle,5 minutes,4/26/00,41.1108333,-112.0252778
9:35:00 PM,formation,3 to 5 min.,4/26/00,41.1108333,-112.0252778
11:00:00 PM,oval,25 minutes,5/3/00,42.6555556,-70.6208333
5:00:00 PM,cylinder,3 minutes,5/3/00,36.2297222,-93.1075
10:00:00 PM,disk,5 min,6/6/00,40.5583333,-85.6591667
11:15:00 PM,triangle,2 min.,4/26/00,38.6105556,-122.8680556
2:00:00 AM,triangle,2 minutes,4/15/00,39.7683333,-86.1580556
6:00:00 PM,oval,30 secs,4/15/00,64.8377778,-147.7163889
11:30:00 PM,sphere,15 mins,9/17/00,42.2711111,-89.0938889
9:30:00 PM,light,5 seconds,4/26/00,49.261226,-123.113927
1:23:00 AM,light,35 seconds,5/11/00,44.0886111,-87.6575
5:15:00 PM,cigar,2 min +,5/3/00,38.2080556,-91.1602778
10:00:00 PM,changing,30 min,4/26/00,33.5205556,-86.8025
10:20:00 PM,fireball,5 seconds,4/26/00,41.7316667,-92.2977778
11:15:00 PM,triangle,10 min.,4/26/00,30.2263889,-93.2172222
2:00:00 PM,cigar,4-5 minutes,6/6/00,48.1172222,-122.7591667
1:00:00 AM,NULL,2min,12/2/00,43.683333,-79.766667
1:30:00 AM,circle,3 to 5 minutes,5/3/00,36.175,-115.1363889
2:30:00 AM,light,15 mins,4/26/00,1.352083,103.819836
6:40:00 PM,disk,12 seconds,5/3/00,38.80261,-116.419389
9:00:00 PM,light,2 or 3 min,6/21/00,33.9533333,-117.3952778
9:30:00 PM,disk,10 seconds,12/2/00,43.75,-79.2
10:00:00 PM,other,2 minutes,7/23/00,31.5747222,-111.3316667
12:15:00 AM,triangle,1 1/2 hours,4/26/00,41.4827778,-87.3327778
12:20:00 AM,triangle,5-7 min,4/26/00,33.5177778,-84.6697222
6:08:00 PM,sphere,2 seconds,4/26/00,37.3394444,-121.8938889
7:52:00 PM,fireball,6 minutes +,4/26/00,36.1538889,-95.9925
8:00:00 PM,diamond,10:00,12/2/00,33.9908333,-118.4591667
10:30:00 PM,circle,30sec.,4/26/00,33.8936111,-117.7263889
10:30:00 PM,egg,30 seconds,5/3/00,39.1619444,-84.4569444
11:15:00 PM,light,60 seconds,5/3/00,61.3213889,-149.5677778
6:30:00 PM,sphere,20 seconds,5/11/00,29.7666667,-92.975
8:30:00 PM,formation,15 sec,4/1/00,42.2708333,-83.7263889
2:10:00 AM,other,two minutes,5/3/00,41.9633333,-87.9788889
11:15:00 PM,formation,4 mins,5/3/00,32.9536111,-96.89
11:30:00 PM,light,3 seconds,5/3/00,37.9736111,-122.53
12:30:00 AM,unknown,10 seconds,12/2/00,43.9,-78.866667
9:30:00 PM,oval,5 minutes,8/19/00,41.6986111,-88.0683333
6:30:00 PM,cylinder,19:30,9/17/00,37.775,-122.4183333
7:25:00 AM,cylinder,5 min,12/2/00,49.883333,-97.166667
12:20:00 PM,sphere,2min,5/3/00,-25.746111,28.188056
1:00:00 PM,light,0:02,5/3/00,44.1002778,-70.2152778
6:04:00 PM,light,3 sec.+20 sec.,5/11/00,43.3666667,-124.2166667
8:40:00 PM,light,10 seconds,6/21/00,32.7833333,-96.8
9:00:00 PM,NULL,3+/- min,5/11/00,32.470997,-116.974933
10:00:00 PM,circle,6o:secounds,6/6/00,34.61,-112.315
10:15:00 PM,cigar,10-20 seconds,5/3/00,34.5036111,-93.055
11:38:00 PM,triangle,3 seconds,5/3/00,33.0197222,-96.6986111
12:25:00 AM,triangle,3 mins.,6/6/00,34.6183333,-82.4780556
4:30:00 AM,circle,2 minutes,5/3/00,42.4391667,-123.3272222
9:00:00 PM,fireball,2 seconds,6/6/00,47.6063889,-122.3308333
9:00:00 PM,triangle,30 seconds,5/3/00,40.0638889,-80.7211111
10:00:00 PM,oval,10 seconds,12/2/00,49.06,-122.46
10:05:00 PM,disk,10 sec.,5/3/00,47.6063889,-122.3308333
10:07:00 PM,light,1.5 seconds,7/23/00,47.6063889,-122.3308333
10:10:00 PM,other,3.5-4.0sec,5/11/00,47.6063889,-122.3308333
10:28:00 PM,chevron,10 seconds,5/3/00,32.5158333,-93.7319444
11:15:00 PM,unknown,2 minutes,5/3/00,41.6005556,-93.6088889
11:59:00 PM,light,5 minutes,12/2/00,49.883333,-97.166667
3:15:00 AM,unknown,6-7min,3/16/00,26.093711,-80.124664
10:00:00 PM,other,~15 min.,12/2/00,43.866667,-79.266667
10:29:00 PM,disk,15 seconds,5/3/00,40.7236111,-73.7052778
10:30:00 PM,circle,4 min.,5/3/00,41.2230556,-111.9730556
11:00:00 PM,triangle,3 minutes,5/3/00,40.517845,-80.44934
11:10:00 PM,circle,120sec,5/11/00,42.4727778,-122.8016667
11:11:00 PM,light,20 seconds,5/11/00,42.5433333,-122.5644444
8:00:00 PM,NULL,3 minutes at least,12/2/00,43.666667,-79.416667
12:00:00 AM,disk,1 hour,5/3/00,42.4605556,-83.6516667
12:12:00 AM,diamond,10 min,5/3/00,42.0833333,-71.3972222
1:30:00 AM,triangle,15 seconds,5/3/00,50.9,-1.4
10:00:00 PM,triangle,60 seconds,5/3/00,41.0602778,-111.9702778
10:30:00 PM,disk,20-30 secs,5/3/00,44.5647222,-123.2608333
10:30:00 PM,circle,10-13 minutes,5/3/00,45.5236111,-122.675
11:41:00 PM,fireball,1 minute,5/11/00,43.3872222,-87.8755556
2:00:00 AM,oval,~5 minutes,4/15/00,41.1305556,-85.1288889
5:20:00 AM,light,5 min.,4/15/00,34.024788,-107.044756
4:30:00 PM,other,25 sec.,4/15/00,27.9655556,-82.8002778
5:20:00 PM,oval,5-6sec,4/15/00,55.95,-3.983333
9:05:00 PM,light,5 secs each,4/15/00,33.9325,-114.005
12:00:00 AM,unknown,5 hours,9/17/00,18.3822222,-65.8316667
1:00:00 AM,light,5 minutes,12/2/00,44.5469444,-69.6216667
2:10:00 PM,circle,2 min,12/2/00,45.5,-73.583333
4:00:00 PM,unknown,14 seconds,12/2/00,42.4,-82.183333
6:30:00 PM,cylinder,10 min,4/15/00,38.7713889,-90.3708333
10:00:00 PM,disk,4 minutes,4/15/00,38.3363889,-75.0852778
8:40:00 PM,cigar,15 &#4420 min.,7/11/00,38.545,-121.7394444
3:28:00 PM,circle,4 seconds,4/15/00,32.6394444,-96.5380556
8:00:00 PM,other,2 hrs.,4/15/00,35.0455556,-85.3097222
8:00:00 PM,NULL,1 1/2 hour,4/15/00,40.438133,-73.985246
8:00:00 PM,light,5 minutes,4/15/00,35.1322222,-118.4480556
8:34:00 PM,sphere,7 seconds,4/15/00,39.6030556,-74.3405556
8:35:00 PM,light,12 sec.,4/15/00,32.7355556,-97.1077778
9:08:00 PM,light,5-10 seconds,4/26/00,29.4238889,-98.4933333
9:10:00 PM,flash,21:40,4/15/00,-21.15345,149.165543
1:15:00 AM,fireball,10 seconds,4/15/00,55.966667,-4.633333
5:26:00 AM,oval,4 secs~,4/15/00,47.751074,-120.740139
9:30:00 PM,unknown,15 secs,4/15/00,41.2391667,-81.3461111
1:30:00 AM,diamond,5-10 minutes,4/15/00,27.6383333,-80.3975
6:00:00 PM,egg,20 minutes,6/6/00,47.6063889,-122.3308333
6:35:00 PM,egg,2-3minutes,4/15/00,47.6063889,-122.3308333
12:00:00 AM,unknown,30 seconds,12/2/00,42.966667,-82.4
1:10:00 AM,fireball,3 seconds,4/15/00,33.7283333,-117.1455556
1:10:00 AM,fireball,0.5 to 1 sec.,4/15/00,33.1958333,-117.3786111
1:11:00 AM,fireball,2-4 seconds,4/26/00,33.597386,-117.836901
1:11:00 AM,fireball,5-10 sec,4/15/00,34.4208333,-119.6972222
4:30:00 PM,cigar,5-6 hours,4/15/00,34.5036111,-93.055
8:00:00 PM,light,7-9 sec,4/26/00,34.1072222,-118.0569444
9:30:00 PM,light,15 minutes,1/22/00,37.4644444,-84.5066667
7:30:00 AM,triangle,2&#443 mins.,2/16/00,40.164579,-74.208267
10:00:00 PM,triangle,15 minutes,6/6/00,35.2269444,-80.8433333
4:27:00 AM,circle,5 minute,12/2/00,45.416667,-75.7
4:30:00 AM,formation,30 minutes,6/6/00,52.861616,4.823809
2:30:00 PM,disk,3-5min.,4/15/00,36.0102778,-84.2697222
2:00:00 AM,triangle,15 minutes,6/6/00,37.8016667,-80.4458333
8:00:00 PM,other,2min`s,7/11/00,39.0838889,-77.1530556
1:00:00 PM,light,10-12 sec,3/7/00,35.3236111,-80.6561111
